datetime,tweet_id,text,username,ticker_symbol,date,month,year,quarter
2021-09-22 13:30:17+00:00,1440669783721066496,☀️ 🍳 Rise and shine! ☕️ ☀️ Today is the day 👀 — watch the Latest with the Greatest. Tune in at 10:00 a.m. PT on the Customer 360 channel on Salesforce+. 🍿 😎 #DF21 #D360Latest https://t.co/GfAuMFyixQ https://t.co/mW9NC2mptm,CommerceCloud,crm,2021-09-22,9,2021,2021_q3
2021-09-22 02:00:04+00:00,1440496087043768320,"Ready, set, go! 💥

The Dreamforce Asia-Pacific Takeover starts TODAY.

Join us on Salesforce+ for all the #DF21 action 🔗 https://t.co/1CkiSkXKr5

⏰ Streaming from 8:30 A.M. IST | 11:00 A.M. SGT/HKT | 1:00 P.M. AEST | 3:00 P.M. NZST https://t.co/qjuwQIgROc",salesforceapac,crm,2021-09-22,9,2021,2021_q3
2021-09-21 19:47:58+00:00,1440402441942409217,"Join the session at 4:00 p.m. ET and know how #trailblazers are becoming data-focused, AI-savvy, and agile. @SlackHQ
https://t.co/joPKgK7CmC

#DF21 #dreamforce #dreamforce2021 #Salesforce #Salesforcepartner #Salesforceohana #successanywhere https://t.co/BKy851whHZ",ceptessoftware,crm,2021-09-21,9,2021,2021_q3
2021-09-21 18:47:00+00:00,1440387098591121408,"Session to follow at 3:00 P.M. ET. In this main event, trailblazing entrepreneurs will share their journey, scaling secrets, and the reason for loving being part of the partner ecosystem. @Salesforce
https://t.co/TlVmr8q2NQ

#DF21 #dreamforce #trailblazers #successanywhere https://t.co/q1dVC1MyNA",ceptessoftware,crm,2021-09-21,9,2021,2021_q3
2021-09-21 12:30:08+00:00,1440292260034187271,"🚗💨 Ready, set, accelerate! Learn tips to speed up your partner practice and business growth. Salesforce leaders will share their thoughts on how differentiating your offerings can win you new business.

Happening today at 12:00 p.m. PT / 3:00 p.m. ET: https://t.co/Si13dAIr2a https://t.co/rxZRbcEHxm",partnerforce,crm,2021-09-21,9,2021,2021_q3
2021-09-21 12:13:14+00:00,1440288005902659597,"$CRM [15s. delayed]: Issued Press Release on September 21, 08:06:00: Salesforce Launches Health Cloud 2.0, a Connected Platform to Help Deliver Health and Safety from Anywhere https://t.co/ulzt3bdO9E",FlashAlert_me,crm,2021-09-21,9,2021,2021_q3
2021-09-21 11:52:22+00:00,1440282755724496899,"Amref’s Global Ambassador on Ending FGM - @NiceLengete  Join her on Tuesday, September 21st prime time 21:30 – 22:00 CET. What is needed for change? What can we do together? Tune in to #DF21 for an inspiring panel: https://t.co/JXtoFveyEv @Dreamforce @Salesforce https://t.co/9hfJGNyiPy",Amref_Uganda,crm,2021-09-21,9,2021,2021_q3
2021-09-21 03:37:36+00:00,1440158242076692480,"Our Global #EndFGM Ambassador, @NiceLengete will explore w/ 2 other inspiring speakers how the next generation is reimagining the future and leading a movement for inclusive change. 

Join her on #DF21 today, from 21:30 - 22:00 CE. https://t.co/r9Xmt713ho @Dreamforce @salesforce https://t.co/CesLYaOZvo",Amref_Worldwide,crm,2021-09-21,9,2021,2021_q3
2021-09-20 18:05:30+00:00,1440014268259192835,"Want to learn how to turn scrolling into shopping? 🛒 📱 ✅ 

Watch the Latest with the Greatest to learn all the tricks on 9/22 at 10:00 a.m. PT on the Customer 360 channel on Salesforce+. 🌃 🍿 #DF21 #D360Latest

https://t.co/pPzedxZ9xU https://t.co/5WCO0rUNAf",CommerceCloud,crm,2021-09-20,9,2021,2021_q3
2021-09-20 17:30:21+00:00,1440005422056890371,📈 👩🏾‍💻* Online spending is on the rise. 📈 🛒* Learn how to make the most of consumer trends. Watch the Latest with the Greatest on 9/22 at 10:00 a.m. PT on the Customer 360 channel on Salesforce+. 🌃 🍿 #DF21 #D360Latest https://t.co/vP7SDssqj4 https://t.co/wQ3mCHHO5P,ExperienceCloud,crm,2021-09-20,9,2021,2021_q3
2021-09-20 12:12:06+00:00,1439925334430867459,"Tune in to #DF21 for an inspiring panel: The Next Normal Designed by the Next Generation: 21st September prime time 21:30 – 22.00 CET with 
@NiceLengete, @BrownGirl_Green, and @EddieNdopu: https://t.co/bWeqg4IMDj @Dreamforce @salesforce https://t.co/2qsGMkr7Uq",Amref_Kenya,crm,2021-09-20,9,2021,2021_q3
2021-09-20 11:51:58+00:00,1439920266000412676,"Tune in to #DF21 for an inspiring panel: The Next Normal Designed by the Next Generation: 21st September prime time 21:30 – 22.00 CET with @NiceLengete, @BrownGirl_Green, and @EddieNdopu: https://t.co/r9Xmt6JspQ @Dreamforce @salesforce",Amref_Worldwide,crm,2021-09-20,9,2021,2021_q3
2021-09-20 00:41:08+00:00,1439751443813048321,"Watch our @ExperienceCloud Roadmap Session at @Dreamforce this Wednesday, September 22nd, at 4:00 pm PT, to see the future of @salesforce's customer-first, digital experience platform. https://t.co/pjK0zomdOt",AdamWegel,crm,2021-09-20,9,2021,2021_q3
2021-09-18 17:30:30+00:00,1439280685190160384,"🧐 🔮 Wondering about the future of digital? 🧐 📱 

Check out the Latest with the Greatest for a recap of this year’s tech trends and insights on what’s next. Catch us on 9/22 at 10:00 a.m. PT on the Customer 360 channel on Salesforce+. #DF21 #D360Latest https://t.co/lvgYWxdKYj https://t.co/nv1GlR0eNm",ExperienceCloud,crm,2021-09-18,9,2021,2021_q3
2021-09-17 19:00:21+00:00,1438940909618532354,"Next week, catch @salesforce's Dreamforce session, ""Grow Faster and Reach Further with Partners."" We hope to see you there! 

Session ➡️ https://t.co/Kkm915YnyG 
Date/time ➡️ Wednesday Sept. 22, 12:00 p.m. PT",OwnBackup,crm,2021-09-17,9,2021,2021_q3
2021-09-17 13:49:28+00:00,1438862674008293377,"Targets Raised Today:
$CRM salesforce $320.00 ➝ $330.0
$DDOG Datadog $156.00 ➝ $180.00
$FB Facebook $425.00 ➝ $440.00
$GOOGL Alphabet $3,150.00 ➝ $3,325.00
$LULU Lululemon $405.00 ➝ $520.00
$MDB MongoDB $505.00 ➝ $590.00
$MSFT Microsoft $330.00 ➝ $345.00",DataNetNews,crm,2021-09-17,9,2021,2021_q3
2021-09-17 08:50:48+00:00,1438787508293210112,"Insider Selling: https://t.co/3w4eoz6m3R, inc. $CRM CEO Sells $5,071,800.00 in Stock https://t.co/2RTRpiIyzS",WatchlistN,crm,2021-09-17,9,2021,2021_q3
2021-09-17 06:42:03+00:00,1438755107735101441,"Outside IR35 Salesforce CRM Campaign Manager at Claremont Consulting, City and County of the City of London, £0.00 per Year https://t.co/grrq4Uh8G2 Join now! #IR35 #OutsideIR35",Outside_Spy,crm,2021-09-17,9,2021,2021_q3
2021-09-16 20:33:41+00:00,1438602007808466951,"$CRM [15s. delayed]: Issued Press Release on September 16, 16:30:00: Salesforce to Hold Annual Investor Day on September 23, 2021 https://t.co/u0H0X6APIE",FlashAlert_me,crm,2021-09-16,9,2021,2021_q3
2021-09-16 20:32:52+00:00,1438601802367315970,"* Salesforce To Hold Annual Investor Day On September 23, 2021 Beginning At 11:00 a.m. ET

(via @Benzinga) $CRM",Live_News_Nick,crm,2021-09-16,9,2021,2021_q3
2021-09-15 18:30:13+00:00,1438208548975095808,"Ready to get that digital glow-up?📱 🔥 

Watch the Latest with the Greatest and get your business ready to roll out the red carpet for your customers. 💃🏽 

Catch us on 9/22 at 10:00 a.m. PT on the Customer 360 channel on Salesforce+. #DF21 #D360Latest https://t.co/OEiHLVkxSr https://t.co/XSRP09gAUc",CommerceCloud,crm,2021-09-15,9,2021,2021_q3
2021-09-14 12:01:42+00:00,1437748386665570306,"$MAPS [15s. delayed]: Issued Press Release on September 14, 08:00:00: WM Technology, Inc. Acquires Leading Cannabis CRM &amp;amp; Marketing Platform Sprout https://t.co/eZGt4Yu3JE",FlashAlert_me,crm,2021-09-14,9,2021,2021_q3
2021-08-30 21:16:15+00:00,1432452129424281616,"Good news: Salesforce Dreamforce conference is free for anyone to attend this year (Sept. 21-23, 2021, 11:30am – 7:00 pm CST). Register now to attend virtually for free! https://t.co/jN7oKQVbkz

#innovation #salesforcepartner https://t.co/92JzjH5NzA",MaverickDigital,crm,2021-08-30,8,2021,2021_q3
2021-08-28 14:24:26+00:00,1431623714186092549,"Friday Aug, 27 $CRM #Salesforce closing price: 266,53 USD
CALL Premiun: 1,90 p/c (190,00 USD)
PUT Premiun: 1,35 p/c (135,00 USD)
Total Profit: 325,00 USD
#optionstrade #options #Traders #optionselling #Options #optiontrading #option #WallStreet #wallstreetbets #daytrader https://t.co/x4NSA6twhd",rteixeira23,crm,2021-08-28,8,2021,2021_q3
2021-08-27 21:00:43+00:00,1431361055494709255,"$CRM [15s. delayed]: Issued Press Release on August 27, 17:00:00: Salesforce Grants Equity Awards to Slack Employees Under Its Inducement Equity Incentive Plan https://t.co/LQCkgGRKkX",FlashAlert_me,crm,2021-08-27,8,2021,2021_q3
2021-08-26 13:34:59+00:00,1430886493262782469,"Targets Raised Today:
$CRM salesforce $280.00 ➝ $340.00
$DKS DICK'S Sporting Goods $128.00 ➝ $160.00
$INTU Intuit $475.00 ➝ $625.00
$SNOW Snowflake $265.00 ➝ $320.00
$ULTA Ulta Beauty $385.00 ➝ $490.00
$WSM Williams-Sonoma $205.00 ➝ $220.00",DataNetNews,crm,2021-08-26,8,2021,2021_q3
2021-08-25 20:57:01+00:00,1430635345951985672,📅 $CRM: Salesforce earnings event starting soon (5:00 PM) https://t.co/aCobeRkh30,AieraAlerts,crm,2021-08-25,8,2021,2021_q3
2021-08-25 20:10:46+00:00,1430623709509955590,"$CRM [15s. delayed]: Issued Press Release on August 25, 16:05:00: Salesforce Announces Strong Second Quarter Fiscal 2022 Results https://t.co/yCDCjjD498",FlashAlert_me,crm,2021-08-25,8,2021,2021_q3
2021-08-24 15:30:00+00:00,1430190662343794689,"Mark your calendar for 12:00 p.m. PT on Sep 1! 📅

We'll be talking all about #DataPrivacy considerations and configuration options within the Salesforce Platform. 

#TrailheadLive 

https://t.co/VpQSoxR1QE",SalesforceArchs,crm,2021-08-24,8,2021,2021_q3
2021-08-23 18:45:05+00:00,1429877370052296708,"Stock: $CRM - Salesforce
*** NEWS ***
Barclays Increases https://t.co/CQcDbxrW09 (NYSE:CRM) Price Target to $291.00 - MarketBeat
https://t.co/Q0Jgt0Cp3J
Try now the Best Pivot Point Calculator!! https://t.co/QAggKu4VvG
#tradingview
#stocks
#stockstowatch https://t.co/FNiEWEwVPe",bs_marker,crm,2021-08-23,8,2021,2021_q3
2021-08-10 19:30:10+00:00,1425177674868170752,"Partners, get ready for @SlackHQ officially being a part of Salesforce! 

📺⬇️Tune into this broadcast on Tuesday, August 17, 10:00 a.m. PT to discover how the two platforms are coming together. 

https://t.co/erGmSrGobH",partnerforce,crm,2021-08-10,8,2021,2021_q3
2021-08-09 12:01:34+00:00,1424702392789049344,"$CRM [15s. delayed]: Issued Press Release on August 09, 08:00:00: Salesforce Recognized as a Leader in 2021 Gartner® Magic Quadrant for Sales Force Automation https://t.co/mjrKtKStx0",FlashAlert_me,crm,2021-08-09,8,2021,2021_q3
2021-08-08 13:16:28+00:00,1424358853672509442,"URGENT REQUIREMENT: QA Lead -CRM - SALESFORCE PREFERABLE. Reference ID: ANAN-07
Part-time hours: 40 per week
Job Types: Full-time, Part-time, Contract, Permanent
Salary: £350.00 per day
Interested plz click in the below and apply with your updated profile.
https://t.co/LOEBdDTxuB",SPrasadRao12,crm,2021-08-08,8,2021,2021_q3
2021-08-06 16:57:17+00:00,1423689647989805065,"Sign up for Salesforce Marketing in Motion: Insights and Tips from 8,200 Marketers Succeeding from Anywhere, on August 12 at 10:00 a.m. PT
Discover the key insights, trends, &amp; ideas shaping the future of marketing and your career. #MarketingChampions
https://t.co/7U8rWjf4EC",ZenobiaNoor,crm,2021-08-06,8,2021,2021_q3
2021-08-06 08:32:26+00:00,1423562596133736461,"Join us for the  #LIVE event today at 5:00 pm.
'Will Salesforce as a #Skill / CRM replace Oracle, SAP, Microsoft in the digital job market? Our #TalentAcquisition experts will share their opinion pertaining to the latest #CRM's to the legacy ones.
#salesforcecareers https://t.co/1rQrJt4P6o",recruise,crm,2021-08-06,8,2021,2021_q3
2021-08-05 15:02:47+00:00,1423298445436149760,"CRM for Construction: A Blueprint for Success - Upcoming Webinar September 08, 2021 09:00 AM PDT. Free Registration: https://t.co/z1RILhJhoZ via @Salesforce https://t.co/6kKyxidYpj",fastslowmotion,crm,2021-08-05,8,2021,2021_q3
2021-08-04 13:27:15+00:00,1422912014012219402,"'Will Salesforce as a #Skill / #CRM replace Oracle, SAP, Microsoft in the #digital job market? Join us at the #LIVE event on Friday, 5:00 pm, to understand from our #TalentAcquisition experts of @recruise . Click https://t.co/ysq6XxVFVF.
#Servicenow #salesforcecareers #HR #SFDC https://t.co/V3nLYRDPFI",recruise,crm,2021-08-04,8,2021,2021_q3
2021-08-04 07:25:36+00:00,1422821004758245377,"👉SALESFORCE CRM Online Demo on 11th August @ 7:00 AM (IST) By Mr.Sandeep.
✍️Join URL: https://t.co/K4tHquUAmx
💥With Videos Fee: 12,000/-
💥Without Videos Fee: 8,000/-
📲+91-8179191999
 Telegram: https://t.co/VWn7dyuSGg
#Salesforcecrm #cloud #courses #onlinetraining #Education https://t.co/L27s2W0zyj",nareshitech,crm,2021-08-04,8,2021,2021_q3
2021-08-03 15:58:06+00:00,1422587588561489922,"Are you looking for better engagement across the board? Karl Wirth, VP of Product Management with Salesforce, will be presenting on ""The Top 5 Real-Time Personalization Trends of 2021"" on August 11th, 2021, at 12:00 PM EDT.
https://t.co/g4h8R5bDyZ https://t.co/c73LdxWtEY",offpremtech,crm,2021-08-03,8,2021,2021_q3
2021-08-03 03:20:01+00:00,1422396810635747328,"The 41 #analysts offering 12-month price #forecasts for https://t.co/CDhDpz32X8 Inc have a median #target of 285.00, with a high estimate of 320.00 and a low #estimate of 200.00. The median estimate represents a +18.31% #increase from the last #price of 240.89. https://t.co/HXsA5dGxph",EricWMtrader,crm,2021-08-03,8,2021,2021_q3
2021-08-02 20:35:52+00:00,1422295105839538180,"$CRM [15s. delayed]: Issued Press Release on August 02, 16:30:00: Salesforce Announces Timing of its Second Quarter Fiscal 2022 Results Conference Call https://t.co/o7ljtozezg",FlashAlert_me,crm,2021-08-02,8,2021,2021_q3
2021-07-30 05:56:03+00:00,1420986527987818496,"Join URL: https://t.co/K4tHquUAmx
With Videos Fee: 12,000/- Only
Without Videos Fee: 8,000/- Only
SALESFORCE CRM Online Training Demo on 4th August 7:00 AM (IST) By Mr.Sandeep.
Join us on Telegram: https://t.co/VWn7dyuSGg

#Salesforcecrm #cloud #courses #onlinetraining #education https://t.co/QHy5loSjpq",nareshitech,crm,2021-07-30,7,2021,2021_q3
2021-07-22 12:34:26+00:00,1418187681109000192,"SalesforceDevs: Join Salesforce Developer Advocates on the new #TrailblazerCommunity site for our monthly Ask Me Anything and get your questions answered live! 
➡️ https://t.co/Z0v21Wwuom 

Tune in July 28 9:00 a.m. PT / 6:00 p.m. CET. Hosted by @julian_duque and @msrivastav13 …",cloudsandbox,crm,2021-07-22,7,2021,2021_q3
2021-07-22 12:00:01+00:00,1418179018835251207,"Join Salesforce Developer Advocates on the new #TrailblazerCommunity site for our monthly Ask Me Anything and get your questions answered live! 
➡️ https://t.co/JMgMCxCAxB 

Tune in July 28 9:00 a.m. PT / 6:00 p.m. CET. Hosted by @julian_duque and @msrivastav13 

#SFDevsAMA",SalesforceDevs,crm,2021-07-22,7,2021,2021_q3
2021-07-21 13:03:51+00:00,1417832697788051457,"$CRM [15s. delayed]: Issued Press Release on July 21, 08:45:00: Salesforce Completes Acquisition of Slack https://t.co/YMIh4hR7xC",FlashAlert_me,crm,2021-07-21,7,2021,2021_q3
